timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-01-28T11:00:04,quant_lab_benchmark,86cdd410-034d-4c58-8b05-7865c52146d3,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,316.625254098999,0.003313615968659761,1.046541905853061e-05,12.004195912044294,113.86831425721942,20.0,0.0005264905278645786,0.00999154327100582,0.0008765982351722108,0.011394632034042609,0.0,Ireland,IRL,,,,Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.2.1,32,AMD Ryzen 9 7950X3D 16-Core Processor,1,1 x NVIDIA GeForce RTX 4060 Ti,-6.2439,53.3472,46.532997131347656,machine,1.3758730158730157,99.93968253968254,12.9,6.013927835131448,N,1.0,0.0
